Họ tên,Chức vị,Chuyên khoa,Bệnh viện,Link Profile
Lương Thị Thanh Hà,", Kỹ thuật viên",Ngân hàng mô,Ngân hàng mô Vinmec,/vie/chuyen-gia-y-te/luong-thi-thanh-ha-51837-vi
Kharytonchyk Aksana,", Bác sĩ",Sản phụ khoa,Trung tâm Sức khỏe phụ nữ - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/kharytonchyk-aksana
Martina Pellegrino,", Bác sĩ",Sản phụ khoa,Trung tâm Sức khỏe phụ nữ - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/martina-pellegrino-51173-vi
Nguyễn Khắc Đát,", Lương y",Y học cổ truyền,Đơn nguyên Y học cổ truyền - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-khac-dat-50956-vi
Đoàn Nguyễn Thành Đạt,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/doan-nguyen-thanh-dat
Dược sĩ Nguyễn Thị Thanh Nga,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-thanh-nga-51191-vi
Nông Hồng Thạch,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nong-hong-thach
Đỗ Thị Hải Huyền,", Dược sĩ",Dược,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/do-thi-hai-huyen
Lê Phương Thảo,", Dược sĩ",Dược,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-phuong-thao
DSCKI Trần Thị Như Ý,,Dược,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/tran-thi-nhu-y
DSĐH Hồ Diệu Thu Thảo,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/ho-dieu-thu-thao
Nguyễn Lê Trang,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-le-trang-51161-vi
Nguyễn Văn Chinh,", Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức cấp cứu - Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/nguyen-van-chinh
DSĐH Đặng Thị Hoài Đông,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/dang-thi-hoai-dong
Kharytonchyk Aksana,", Bác sĩ",Sản phụ khoa,Trung tâm Sức khỏe phụ nữ - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/kharytonchyk-aksana
Martina Pellegrino,", Bác sĩ",Sản phụ khoa,Trung tâm Sức khỏe phụ nữ - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/martina-pellegrino-51173-vi
Nguyễn Khắc Đát,", Lương y",Y học cổ truyền,Đơn nguyên Y học cổ truyền - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-khac-dat-50956-vi
Đoàn Nguyễn Thành Đạt,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/doan-nguyen-thanh-dat
Dược sĩ Nguyễn Thị Thanh Nga,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-thanh-nga-51191-vi
Nguyễn Thị Phương,", Dược sĩ",Dược,Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/nguyen-thi-phuong-1
Phạm Minh Đạt,", Dược sĩ",Dược,Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/pham-minh-dat
Nông Hồng Thạch,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nong-hong-thach
Trần Thị Tâm,", Điều dưỡng",N/A,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/tran-thi-tam-51785-vi
Nguyễn Thị Lệ Nga,", Điều dưỡng",Nhi,"Khoa Nhi - Sơ sinh, Bệnh viện Đa khoa Quốc tế Vinmec Central Park",/vie/chuyen-gia-y-te/nguyen-thi-le-nga-51786-vi
Lâm Thị Bích Ngọc,Dược sĩ chuyên khoa I,Dược,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/lam-thi-bich-ngoc
Đặng Thị Thanh Thúy,", Điều dưỡng",Nhi,"Khoa Nhi - Sơ sinh, Bệnh viện Đa khoa Quốc tế Vinmec Central Park",/vie/chuyen-gia-y-te/dang-thi-thanh-thuy-51789-vi
Ths.DS. Phan Ngọc Đoan Trang,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/phan-ngoc-doan-trang
Trương Bá Duy,", Điều dưỡng",Gây mê - điều trị đau,Khoa Gây mê Phẫu thuật - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/truong-ba-duy-51791-vi
Đỗ Thị Út Tâm,", Điều dưỡng",Tim mạch,Trung tâm Tim mạch - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/do-thi-ut-tam-51792-vi
Nguyễn Thị Lan Hương,", Dược sĩ",Dược,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-lan-huong
Đỗ Tiến Dũng,", Bác sĩ",Ngoại Tim mạch,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/do-tien-dung
Dược sĩ Nguyễn Thị Thanh Hòa,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-thanh-hoa-51169-vi
Nguyễn Ngọc Quỳnh Mai,", Dược sĩ",Dược,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-ngoc-quynh-mai
Hà Minh Hiền,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-minh-hien-51168-vi
Phạm Hồng Thái,", Bác sĩ",Thẩm mỹ,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/pham-hong-thai-50949-vi
Phạm Thanh Bắc,", Kỹ thuật viên",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/pham-thanh-bac-51778-vi
Dược sĩ Nguyễn Thu Giang,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thu-giang-51171-vi
Vũ Thị Thu Hoài,", Điều dưỡng",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/vu-thi-thu-hoai-51781-vi
Lê Hoàng Trung Chánh,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/le-hoang-trung-chanh
Trần Đức Ngọc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-duc-ngoc
Huỳnh Xuân Lộc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/huynh-xuan-loc-51769-vi
ThS.DS Nguyễn Thị Tần,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/th-s-ds-nguyen-thi-tan
Nguyễn Mai Hương,", Dược sĩ",Dược,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-mai-huong
Đỗ Khải Hân,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/do-khai-han
Dược sĩ Bùi Thị Thanh Hà,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-thi-thanh-ha-51145-vi
Phạm Thị Thanh Huyền,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/pham-thi-thanh-huyen
Hà Minh Hiền,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-minh-hien-51168-vi
Phạm Hồng Thái,", Bác sĩ",Thẩm mỹ,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/pham-hong-thai-50949-vi
Phạm Thanh Bắc,", Kỹ thuật viên",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/pham-thanh-bac-51778-vi
Dược sĩ Nguyễn Thu Giang,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thu-giang-51171-vi
Vũ Thị Thu Hoài,", Điều dưỡng",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/vu-thi-thu-hoai-51781-vi
Lê Hoàng Trung Chánh,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/le-hoang-trung-chanh
Trần Đức Ngọc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-duc-ngoc
Huỳnh Xuân Lộc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/huynh-xuan-loc-51769-vi
Phạm Hồng Thái,", Bác sĩ",Thẩm mỹ,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/pham-hong-thai-50949-vi
Phạm Thanh Bắc,", Kỹ thuật viên",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/pham-thanh-bac-51778-vi
Dược sĩ Nguyễn Thu Giang,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thu-giang-51171-vi
Vũ Thị Thu Hoài,", Điều dưỡng",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/vu-thi-thu-hoai-51781-vi
Lê Hoàng Trung Chánh,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/le-hoang-trung-chanh
Trần Đức Ngọc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-duc-ngoc
Huỳnh Xuân Lộc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/huynh-xuan-loc-51769-vi
ThS.DS Nguyễn Thị Tần,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/th-s-ds-nguyen-thi-tan
Dược sĩ Dương Thanh Hải,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/duong-thanh-hai-51147-vi
Dược sĩ Nguyễn Đỗ Quang Trung,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-do-quang-trung-51155-vi
Dược sĩ Nguyễn Huy Khiêm,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-huy-khiem-51156-vi
Phan Thị Mỹ Linh,,Hỗ trợ sinh sản,Đơn vị Hỗ trợ sinh sản Olea - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/phan-thi-my-linh-51907-vi
KS. Nguyễn Quỳnh Chi,,Sản xuất tế bào,"Khối Sản xuất Tế bào, Trung tâm Công nghệ Cao Vinmec",/vie/chuyen-gia-y-te/ks-nguyen-quynh-chi
Đoàn Thị Thùy Linh,", Bác sĩ",Răng - Hàm - Mặt,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/doan-thi-thuy-linh
Hoàng Mai Anh,", Bác sĩ",Răng - Hàm - Mặt,Khoa Liên chuyên khoa - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/hoang-mai-anh-51128-vi
Nguyễn Thị Khánh Huyền,", Bác sĩ",Răng - Hàm - Mặt,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-thi-khanh-huyen
Bùi Huỳnh Quang Minh,", Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/bui-huynh-quang-minh-51888-vi
Trần Thị Kim Chi,,N/A,N/A,/vie/chuyen-gia-y-te/tran-thi-kim-chi
Tăng Thị Hương Sen,", Bác sĩ",Hồi sức ngoại và Ghép tạng,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tang-thi-huong-sen
Nguyễn Mạnh Thái,", Bác sĩ",Y học cổ truyền,Trung tâm Y Học Cổ Truyền Vinmec - Sao Phương Đông,/vie/chuyen-gia-y-te/nguyen-manh-thai-51644-vi
Vũ Văn Tài,", Bác sĩ",Y học cổ truyền,Trung tâm Y Học Cổ Truyền Vinmec - Sao Phương Đông,/vie/chuyen-gia-y-te/vu-van-tai-51645-vi
Dược sĩ Trần Lê Quỳnh Hân,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/tran-le-quynh-han-51821-vi
Lê Ngọc Huấn,", Điều dưỡng",Gây mê - điều trị đau,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/le-ngoc-huan-51903-vi
Điều dưỡng Nguyễn Thị Thu Huyền,", Điều dưỡng",N/A,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-thi-thu-huyen-51898-vi
Lê Ngọc Huấn,", Điều dưỡng",Gây mê - điều trị đau,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/le-ngoc-huan-51903-vi
Điều dưỡng Nguyễn Thị Thu Huyền,", Điều dưỡng",N/A,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-thi-thu-huyen-51898-vi
Hoàng Thị Tiềm,", Điều dưỡng",Nhi,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/hoang-thi-tiem-51897-vi
Điều dưỡng Đoàn Minh Sang,", Điều dưỡng",Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/doan-minh-sang-51896-vi
Nguyễn Ngọc Thương,", Bác sĩ",Nội Tiêu hoá - Nội soi,Trung Tâm Tiêu Hóa - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-ngoc-thuong
Âu Thị Hoa,", Chuyên viên y tế",Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/au-thi-hoa-51876-vi
Cao Thanh Tú,", Dược sĩ",Dược,Bệnh viện Đa khoa Vinmec Hạ Long,/vie/chuyen-gia-y-te/cao-thanh-tu
Quang Ánh Nguyệt,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/quang-anh-nguyet
Lý Anh Thư,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/ly-anh-thu
Bùi Hồng Ngọc,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/bui-hong-ngoc
Lương Thị Hải Vân,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/luong-thi-hai-van
Lâm Trần Lê Phát,", Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/lam-tran-le-phat
Nguyễn Thị Bích Phượng,", Dược sĩ",Dược,Bệnh viện Đa khoa Vinmec Hạ Long,/vie/chuyen-gia-y-te/nguyen-thi-bich-phuong-51333-vi
Tống Thị Oanh,", Kỹ thuật viên",Di truyền y học,Khoa Di truyền Y học và Bệnh hiếm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tong-thi-oanh-51845-vi
Nguyễn Thị Hoa Bích Thuận,", Điều dưỡng",Hồi sức - Cấp cứu,Khoa Cấp cứu - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-thi-hoa-bich-thuan-51777-vi
Trần Duy Thanh,", Bác sĩ",Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-duy-thanh
